EmployeeID,Age,Gender,Department,City,YearsExperience,MonthlySalary,PerformanceScore,Attrition
2178,39.0,Female,Finance,Los Angeles,10.0,63106.08,4,No
2179,22.0,Female,HR,Phoenix,,37516.97,5,Yes
2180,46.0,Female,Finance,Chicago,19.0,51605.03,1,No
2181,52.0,Male,Sales,New York,21.0,59435.94,4,No
2182,26.0,Female,Sales,Houston,3.0,36398.86,1,No
2183,52.0,Male,Marketing,Chicago,17.0,45560.19,2,Yes
2184,24.0,Female,Marketing,Houston,2.0,42187.83,4,No
2185,31.0,Male,HR,Phoenix,4.0,39793.79,1,No
2186,37.0,Male,IT,Los Angeles,13.0,53806.18,3,Yes
2187,58.0,Female,Finance,Chicago,25.0,68700.31,3,No
2188,44.0,Female,HR,Chicago,9.0,44533.74,2,Yes
2189,25.0,Male,Marketing,Phoenix,3.0,43316.46,4,No
2190,54.0,Female,Finance,New York,19.0,65592.77,4,No
2191,26.0,Female,Marketing,Los Angeles,3.0,44439.31,4,No
2192,42.0,Female,Finance,Chicago,15.0,53399.09,2,No
2193,,Male,,Los Angeles,3.0,57644.33,4,No
2194,36.0,Male,HR,Chicago,8.0,49191.03,3,No
2195,53.0,Female,Finance,Los Angeles,26.0,,1,Yes
2196,29.0,Female,Sales,Houston,4.0,48454.7,3,No
2197,26.0,Female,Sales,Chicago,3.0,,3,No
2198,36.0,Male,Finance,Los Angeles,7.0,50554.25,1,No
2199,49.0,Male,Finance,New York,,61472.41,3,No
2200,23.0,Female,Finance,Houston,1.0,37203.91,2,No
2201,,Female,Sales,Houston,,45790.36,1,No
2202,56.0,Female,Sales,New York,13.0,54057.17,3,No
2203,39.0,Female,Finance,Los Angeles,12.0,67057.27,5,No
2204,46.0,Female,Marketing,Phoenix,8.0,49098.9,3,No
2205,23.0,Female,Marketing,New York,1.0,33891.74,2,Yes
2206,39.0,Male,IT,los angeles,5.0,,4,No
2207,40.0,Female,,new york,6.0,42475.12,3,Yes
2208,52.0,Male,Marketing,New York,17.0,55926.64,4,No
2209,27.0,Female,Sales,Chicago,4.0,47491.53,5,No
2210,53.0,Female,Marketing,Los Angeles,23.0,53955.78,3,No
2211,59.0,Male,IT,Phoenix,12.0,53160.92,1,No
2212,38.0,Male,IT,Chicago,13.0,63139.94,4,No
2213,21.0,Male,HR,New York,0.0,39458.47,5,No
2214,31.0,Male,Marketing,New York,5.0,40631.81,1,Yes
2215,48.0,Female,Sales,New York,22.0,53642.44,1,Yes
2216,45.0,Male,Sales,Los Angeles,20.0,54636.29,1,Yes
2217,43.0,Female,Finance,Los Angeles,8.0,49066.16,1,Yes
2218,51.0,Male,Sales,Chicago,14.0,54658.64,3,No
2219,50.0,Female,HR,Phoenix,23.0,52028.14,3,No
2220,55.0,Female,HR,Chicago,23.0,56693.98,3,No
2221,27.0,Female,Sales,Houston,2.0,,5,No
2222,36.0,Female,Sales,New York,11.0,53480.22,5,Yes
2223,46.0,Female,Finance,New York,19.0,67113.23,5,No
2224,,Female,Sales,New York,1.0,39002.98,2,No
2225,21.0,Male,Finance,Chicago,0.0,55272.96,5,No
2226,32.0,Female,Finance,chicago,8.0,57361.47,3,No
2227,25.0,Male,,New York,1.0,44780.12,3,Yes
2228,57.0,Male,IT,Chicago,,53807.03,2,Yes
2229,52.0,Female,IT,Los Angeles,20.0,64836.73,2,No
2230,29.0,Male,Finance,Los Angeles,6.0,56971.77,5,No
2231,55.0,Female,Sales,Chicago,15.0,54255.58,4,No
2232,39.0,Male,IT,New York,11.0,51367.93,2,No
2233,36.0,Female,Sales,Chicago,10.0,52520.06,1,No
2234,23.0,Male,Sales,Chicago,1.0,40346.79,3,No
2235,40.0,Female,Sales,chicago,13.0,55009.91,1,No
2236,44.0,Female,Marketing,Houston,18.0,59688.38,3,No
2237,53.0,Female,Sales,Los Angeles,20.0,61231.51,3,No
2238,44.0,Female,Marketing,Phoenix,13.0,50560.13,2,No
2239,31.0,Male,Finance,Phoenix,,41548.32,2,Yes
2240,28.0,Female,IT,Houston,4.0,46827.1,1,Yes
2241,56.0,Male,IT,Chicago,16.0,67468.08,3,No
2242,58.0,Male,IT,Houston,18.0,62025.36,1,No
2243,40.0,Male,,Houston,11.0,59867.35,4,No
2244,55.0,Female,IT,New York,10.0,58547.75,1,Yes
2245,,Male,IT,Los Angeles,9.0,58809.84,5,No
2246,55.0,Male,IT,Phoenix,20.0,58721.78,1,No
2247,45.0,Male,Finance,Chicago,12.0,61015.33,5,No
2248,49.0,Female,Sales,Phoenix,13.0,60415.87,5,No
2249,38.0,Female,HR,Phoenix,12.0,45528.82,5,No
2250,38.0,Male,Marketing,Los Angeles,11.0,52389.47,4,No
2251,22.0,Female,HR,Phoenix,0.0,35441.38,1,Yes
2252,55.0,Female,HR,Phoenix,26.0,55821.43,1,No
2253,36.0,Male,Sales,Houston,8.0,54827.86,4,Yes
2254,56.0,Male,Sales,Los Angeles,24.0,65964.75,3,No
2255,53.0,Female,Sales,New York,19.0,65015.53,2,No
2256,,Male,IT,Chicago,3.0,42047.59,1,No
2257,53.0,Female,Finance,Phoenix,22.0,66622.84,2,No
2258,34.0,Female,IT,Chicago,9.0,53280.7,4,No
2259,41.0,Female,Finance,New York,14.0,51438.53,3,No
2260,40.0,Female,Finance,Chicago,6.0,42157.88,3,No
2261,28.0,Female,HR,New York,3.0,41603.3,3,No
2262,27.0,Female,HR,Houston,4.0,43336.99,4,No
2263,23.0,Male,Finance,Phoenix,1.0,48033.8,5,No
2264,37.0,Male,Finance,New York,11.0,52355.98,5,No
2265,53.0,Female,IT,Chicago,10.0,51138.45,2,No
2266,32.0,Female,IT,Phoenix,6.0,56716.37,5,No
2267,42.0,Female,HR,houston,10.0,53672.68,5,No
2268,42.0,Male,Sales,Phoenix,11.0,50983.86,3,No
2269,50.0,Female,,New York,18.0,62708.24,3,Yes
2270,,Male,IT,Houston,20.0,61895.47,2,No
2271,58.0,Female,HR,Chicago,21.0,59146.9,1,No
2272,28.0,Female,IT,Houston,4.0,44127.0,2,No
2273,47.0,Male,Finance,Houston,13.0,51953.05,2,No
2274,47.0,Male,Finance,Los Angeles,19.0,62880.57,4,No
2275,54.0,Female,Marketing,Houston,8.0,50570.82,4,Yes
2276,41.0,Female,Sales,Houston,12.0,45644.56,2,No
2277,50.0,Female,Marketing,Phoenix,17.0,53092.87,2,No
2278,53.0,Male,HR,Chicago,22.0,55959.64,2,No
2279,48.0,Male,IT,Phoenix,16.0,63422.57,5,No
2280,53.0,Male,HR,Phoenix,24.0,62919.92,4,No
2281,25.0,Male,Finance,New York,3.0,41218.74,2,No
2282,39.0,Male,Marketing,Phoenix,8.0,41731.7,3,No
2283,24.0,Male,Marketing,Los Angeles,1.0,39948.42,3,Yes
2284,55.0,Female,Marketing,Los Angeles,17.0,52510.98,5,No
2285,37.0,Female,HR,New York,7.0,39070.79,5,No
2286,48.0,Male,Finance,Chicago,17.0,58481.33,1,No
2287,50.0,Female,IT,Chicago,,68245.88,1,Yes
2288,49.0,Female,IT,Phoenix,9.0,48882.79,1,No
2289,26.0,Male,HR,phoenix,2.0,40227.72,5,No
2290,55.0,Female,Marketing,Phoenix,14.0,60322.14,5,No
2291,57.0,Male,Sales,chicago,25.0,64167.85,5,No
2292,44.0,Male,HR,Houston,14.0,44446.51,3,No
2293,49.0,Female,HR,Los Angeles,9.0,52380.55,5,No
2294,51.0,Male,Finance,Houston,24.0,67436.15,3,No
2295,55.0,Male,IT,Houston,25.0,70209.51,1,No
2296,53.0,Male,HR,Chicago,8.0,31238.94,1,No
2297,41.0,Male,HR,Houston,13.0,38947.3,1,No
2298,52.0,Male,Marketing,New York,22.0,57357.33,2,Yes
2299,43.0,Male,Marketing,Phoenix,10.0,47570.69,2,No
2300,53.0,Male,Sales,New York,9.0,54737.99,4,No
2301,23.0,Male,Finance,los angeles,1.0,48449.27,4,No
2302,38.0,Female,Sales,Phoenix,5.0,48208.62,4,No
2303,45.0,Female,,Houston,18.0,51942.39,2,No
2304,51.0,Female,IT,Los Angeles,24.0,,2,No
2305,23.0,Male,Marketing,Phoenix,1.0,37337.91,4,No
2306,44.0,Male,,Houston,9.0,56786.08,4,No
2307,52.0,Female,Marketing,New York,11.0,49498.76,5,No
2308,42.0,Female,Finance,Phoenix,8.0,56539.11,4,No
2309,43.0,Female,Finance,Houston,17.0,61001.93,5,No
2310,22.0,Male,Finance,New York,0.0,47575.26,3,Yes
2311,47.0,Female,Finance,Los Angeles,11.0,53298.42,2,No
2312,22.0,Female,Finance,Los Angeles,0.0,,4,No
2313,46.0,Male,IT,Los Angeles,15.0,57525.92,2,No
2314,37.0,Female,Sales,Los Angeles,8.0,47699.86,2,No
2315,53.0,Male,HR,Chicago,22.0,52181.37,2,No
2316,29.0,Male,Sales,Phoenix,3.0,42298.43,3,No
2317,59.0,Male,Finance,Phoenix,27.0,66273.0,1,No
2318,49.0,Female,IT,Chicago,17.0,58841.12,4,No
2319,46.0,Female,Marketing,Houston,8.0,36129.5,1,Yes
2320,55.0,Male,IT,Houston,17.0,60749.44,1,No
2321,45.0,Female,Finance,Los Angeles,18.0,56715.65,1,No
2322,44.0,Female,IT,New York,18.0,59128.29,2,No
2323,33.0,Female,IT,Houston,6.0,53752.06,5,No
2324,27.0,Female,Finance,New York,3.0,42456.04,2,No
2325,56.0,Male,IT,Phoenix,28.0,71450.2,2,No
2326,40.0,Female,HR,New York,11.0,44430.14,1,Yes
2327,21.0,Male,HR,Phoenix,0.0,26031.57,2,No
2328,28.0,Male,IT,Chicago,6.0,53551.34,1,No
2329,36.0,Female,Marketing,chicago,6.0,54066.8,5,No
2330,34.0,Male,Finance,Los Angeles,8.0,45077.38,4,No
2331,32.0,Female,HR,Houston,4.0,40343.71,1,Yes
2332,43.0,Female,Marketing,Los Angeles,6.0,52920.88,5,No
2333,35.0,Male,IT,Phoenix,6.0,54501.78,4,No
2334,48.0,Male,Marketing,Los Angeles,19.0,51461.33,3,No
2335,54.0,Male,Sales,New York,14.0,53560.91,1,No
2336,22.0,Male,HR,Phoenix,0.0,31235.08,1,Yes
2337,52.0,Female,,Chicago,12.0,60195.52,3,No
2338,43.0,Female,Finance,Houston,,64876.81,3,No
2339,42.0,Female,IT,Phoenix,18.0,60307.35,1,No
2340,45.0,Male,Finance,Phoenix,13.0,53282.46,3,No
2341,42.0,Male,IT,New York,12.0,54457.08,2,No
2342,42.0,Male,Marketing,Houston,16.0,52842.22,4,No
2343,26.0,Female,Marketing,Chicago,3.0,45383.96,4,No
2344,35.0,Male,Marketing,Phoenix,5.0,42325.73,4,No
2345,57.0,Female,Sales,Phoenix,,,2,No
2346,53.0,Male,Finance,New York,14.0,,3,No
2347,28.0,Female,Marketing,Los Angeles,,,5,No
2348,25.0,Female,Sales,Chicago,2.0,43207.02,3,No
2349,59.0,Male,Finance,Houston,28.0,56060.85,1,Yes
2350,24.0,Male,IT,Phoenix,1.0,50788.29,4,No
2351,26.0,Female,Sales,Phoenix,3.0,43267.2,3,No
2352,52.0,Female,HR,Chicago,19.0,55990.03,5,No
2353,50.0,Male,Sales,Los Angeles,14.0,57614.52,1,No
2354,55.0,Male,Sales,Phoenix,26.0,66933.91,2,No
2355,36.0,Female,Finance,Chicago,9.0,46564.39,2,No
2356,33.0,Male,IT,New York,,59102.95,5,No
2357,50.0,Female,,Los Angeles,20.0,56177.99,1,No
2358,39.0,Female,Marketing,Houston,10.0,50828.08,4,No
2359,37.0,Male,Marketing,phoenix,,48595.77,3,No
2360,39.0,Male,Sales,chicago,10.0,47053.39,1,No
2361,48.0,Male,Finance,New York,15.0,48306.74,2,No
2362,46.0,Male,Finance,Houston,18.0,65352.52,5,No
2363,57.0,Male,Marketing,Chicago,11.0,52494.35,5,Yes
2364,46.0,Female,HR,Chicago,11.0,52770.62,3,No
2365,43.0,Female,,Houston,6.0,58034.91,5,No
2366,29.0,Male,HR,new york,6.0,45509.56,5,No
2367,32.0,Male,IT,new york,5.0,46589.5,1,Yes
2368,21.0,Male,Marketing,Los Angeles,0.0,44893.54,4,No
2369,21.0,Female,IT,Phoenix,0.0,,3,No
2370,54.0,Male,Finance,Houston,24.0,60207.22,1,No
2371,52.0,Male,Sales,Houston,,66397.19,4,No
2372,45.0,Female,Sales,Houston,18.0,57062.78,1,No
2373,21.0,Female,Marketing,New York,0.0,36184.66,1,Yes
2374,36.0,Male,Finance,Phoenix,7.0,55827.07,5,No
2375,59.0,Male,,Los Angeles,22.0,60466.16,4,No
2376,,Male,Finance,Chicago,2.0,44261.03,3,No
2377,42.0,Female,Sales,Chicago,8.0,47424.2,3,Yes
2378,49.0,Male,,Houston,15.0,,4,No
2379,23.0,Male,Finance,phoenix,,48770.88,5,No
2380,32.0,Male,Finance,New York,5.0,52534.71,2,No
2381,46.0,Female,Sales,Phoenix,15.0,46138.51,1,Yes
2382,36.0,Female,HR,Phoenix,12.0,49645.13,5,No
2383,57.0,Male,Marketing,New York,21.0,55732.8,4,No
2384,,Male,Marketing,houston,14.0,41616.36,1,No
2385,49.0,Female,Finance,Phoenix,21.0,63802.91,3,No
2386,34.0,Female,Marketing,Chicago,11.0,44379.56,2,No
2387,48.0,Female,Sales,New York,17.0,63796.76,3,No
2388,25.0,Female,Sales,Los Angeles,3.0,44518.61,4,No
2389,50.0,Female,Finance,Houston,24.0,68157.59,1,No
2390,25.0,Female,Finance,New York,3.0,53522.03,4,No
2391,,Female,Finance,Los Angeles,4.0,,1,Yes
2392,36.0,Female,HR,Los Angeles,7.0,56090.54,5,No
2393,46.0,Female,Marketing,Phoenix,11.0,47924.14,2,No
2394,46.0,Male,Finance,Phoenix,8.0,62652.04,5,No
2395,41.0,Male,IT,Phoenix,13.0,,5,No
2396,59.0,Male,IT,New York,,75158.59,4,No
2397,56.0,Female,Sales,New York,27.0,67054.52,2,No
2398,53.0,Male,Marketing,Houston,10.0,46196.29,1,Yes
2399,50.0,Female,Finance,phoenix,23.0,57472.95,1,No
2400,57.0,Female,IT,Los Angeles,23.0,68679.16,3,No
2401,43.0,Male,Marketing,Chicago,15.0,52746.99,1,Yes
2402,30.0,Female,Sales,Houston,7.0,55554.75,4,No
2403,25.0,Male,HR,New York,2.0,40017.44,5,No
2404,56.0,Male,Marketing,Houston,16.0,60315.33,5,No
2405,54.0,Male,Marketing,Houston,25.0,67353.48,5,No
2406,51.0,Female,HR,Houston,,47228.5,2,Yes
2407,30.0,Male,Marketing,Houston,2.0,37524.01,1,Yes
2408,39.0,Female,Sales,Chicago,13.0,56021.99,4,No
2409,52.0,Male,Sales,Phoenix,14.0,53865.63,2,No
2410,21.0,Male,HR,Los Angeles,0.0,42366.87,3,No
2411,25.0,Male,Finance,houston,2.0,51836.51,4,Yes
2412,,Female,IT,Houston,2.0,51942.37,4,No
2413,36.0,Female,Finance,Houston,6.0,,4,No
2414,44.0,Female,Marketing,Phoenix,19.0,65489.72,5,No
2415,36.0,Male,IT,New York,11.0,58880.41,4,No
2416,22.0,Male,HR,New York,0.0,27331.52,1,No
2417,,Female,HR,Chicago,16.0,50048.68,4,No
2418,52.0,Female,IT,new york,26.0,79432.93,5,No
2419,47.0,Female,Sales,Houston,14.0,53578.75,4,No
2420,,Female,IT,Houston,7.0,49217.78,3,No
2421,44.0,Female,Marketing,Houston,12.0,46967.66,3,Yes
2422,32.0,Female,Sales,Chicago,6.0,47950.46,5,No
2423,55.0,Male,HR,Houston,24.0,58402.59,1,Yes
2424,53.0,Female,IT,new york,21.0,61523.03,1,No
2425,53.0,Male,,Phoenix,16.0,52110.5,2,No
2426,57.0,Male,Finance,Phoenix,14.0,62424.18,5,No
2427,32.0,Female,Marketing,Los Angeles,7.0,48339.06,4,No
2428,23.0,Female,Finance,New York,1.0,48032.65,5,No
2429,21.0,Male,IT,Houston,0.0,49023.54,2,Yes
2430,53.0,Female,IT,Phoenix,25.0,73066.24,5,No
2431,,Female,Finance,New York,6.0,59133.35,5,No
2432,49.0,Male,IT,Phoenix,18.0,63887.13,2,Yes
2433,33.0,Male,Marketing,Houston,9.0,46456.42,1,No
2434,32.0,Male,Sales,Phoenix,6.0,44105.8,4,No
2435,51.0,Female,Marketing,Los Angeles,22.0,57693.24,2,No
2436,22.0,Male,Marketing,Los Angeles,1.0,39338.69,3,Yes
2437,55.0,Female,IT,Phoenix,10.0,46011.97,1,No
2438,43.0,Male,Sales,New York,11.0,55470.24,3,No
2439,37.0,Male,IT,New York,9.0,47480.4,1,Yes
2440,46.0,Male,HR,New York,17.0,52511.73,4,No
