Age,Gender,YearsExperience,MonthlySalary,PerformanceScore,Attrition,Dept_Finance,Dept_HR,Dept_IT,Dept_Marketing,Dept_Sales,City_Chicago,City_Houston,City_Los Angeles,City_New York,City_Phoenix
0.5263157894736843,1,0.029411764705882353,0.7563418405178948,0.75,0,0,0,0,1,0,0,1,0,0,0
0.21052631578947367,1,0.7647058823529411,0.2801790962526198,0.25,0,1,0,0,0,0,0,1,0,0,0
1.0,0,0.8823529411764706,0.4368956430572661,1.0,0,0,0,1,0,0,0,0,0,0,1
0.44736842105263164,1,0.7352941176470588,0.3809039370750596,1.0,1,0,0,0,1,0,1,0,0,0,0
0.07894736842105265,0,0.7647058823529411,0.521253291426282,1.0,1,0,1,0,0,0,1,0,0,0,0
0.631578947368421,1,0.11764705882352941,0.5217990514964559,0.0,0,0,0,1,0,0,1,0,0,0,0
0.3421052631578947,0,0.5588235294117647,0.7067603426847704,0.75,0,0,1,0,0,0,1,0,0,0,0
0.21052631578947367,1,0.29411764705882354,0.14932215846410102,1.0,0,0,0,0,0,1,0,1,0,0,0
0.6578947368421053,0,0.2647058823529412,0.5374090885806828,0.0,0,0,0,1,0,0,0,1,0,0,0
0.026315789473684292,1,0.14705882352941177,0.6752693813838391,0.75,0,0,0,0,1,0,1,0,0,0,0
0.5263157894736843,0,0.20588235294117646,0.49649568374200387,0.25,0,0,0,1,0,0,0,0,0,0,1
0.7105263157894737,1,0.6470588235294118,0.7142084840373668,0.0,1,0,0,1,0,0,0,0,0,1,0
0.1578947368421053,0,0.7352941176470588,0.3637301357432397,0.5,0,0,0,1,0,0,0,0,0,1,0
0.1842105263157895,0,0.3235294117647059,0.7903521259620738,0.0,0,0,0,1,0,0,0,0,0,0,1
0.894736842105263,0,0.7352941176470588,0.9873285531718963,0.0,0,0,1,0,0,0,1,0,0,0,0
0.3421052631578947,1,0.3529411764705882,0.3979305588586071,0.75,0,0,0,0,0,1,0,1,0,0,0
0.42105263157894735,0,0.5,0.37962596982391156,0.25,0,1,0,0,0,0,0,0,0,1,0
0.9210526315789473,1,0.7058823529411764,0.8001034722415976,0.5,0,0,0,1,0,0,0,0,1,0,0
0.07894736842105265,0,0.9411764705882353,0.8280455906734518,1.0,0,0,0,0,1,0,0,0,1,0,0
0.026315789473684292,1,0.3235294117647059,0.3624964552167474,1.0,0,0,0,1,0,0,0,0,0,0,1
0.13157894736842102,0,0.08823529411764705,0.3852317834308305,0.0,0,0,0,0,1,0,1,0,0,0,0
0.07894736842105265,1,0.11764705882352941,0.521253291426282,0.75,0,0,1,0,0,0,0,0,0,1,0
0.736842105263158,1,0.20588235294117646,0.1805686570449329,0.75,0,0,0,0,1,0,1,0,0,0,0
0.44736842105263164,0,0.7941176470588235,0.521253291426282,1.0,0,1,0,0,0,0,0,0,0,1,0
0.6578947368421053,1,0.8823529411764706,0.2559247333828459,0.5,0,0,0,0,0,1,0,0,0,0,1
0.868421052631579,1,0.5882352941176471,0.3082590940205689,0.25,0,0,0,0,1,0,0,0,0,0,1
0.23684210526315796,0,0.8235294117647058,0.47059488807194644,0.5,0,0,0,0,1,0,0,0,1,0,0
0.9210526315789473,1,0.5882352941176471,0.5301382417491249,0.25,0,0,0,0,0,1,1,0,0,0,0
0.3421052631578947,1,0.6176470588235294,0.8216082199999142,1.0,1,0,0,0,1,0,0,0,1,0,0
0.5263157894736843,1,0.29411764705882354,0.25720609594955096,0.25,0,0,0,1,0,0,1,0,0,0,0
0.368421052631579,0,0.6470588235294118,0.6962373740393286,0.75,0,0,0,0,1,0,0,0,1,0,0
0.1842105263157895,1,0.0,0.4308909536836147,0.0,0,0,0,0,0,1,0,1,0,0,0
0.3421052631578947,0,0.5882352941176471,0.46732224674230544,0.0,0,0,1,0,0,0,0,1,0,0,0
0.5789473684210527,1,0.7352941176470588,0.6277029295225491,1.0,0,0,0,0,1,0,0,1,0,0,0
0.5263157894736843,1,0.6470588235294118,0.22966683908964797,0.75,0,0,1,0,0,0,0,1,0,0,0
0.39473684210526316,1,0.0,0.5629536713620928,0.5,1,1,0,0,0,0,0,0,0,1,0
0.44736842105263164,0,0.4117647058823529,0.5151333089461103,0.75,1,0,0,1,0,0,0,1,0,0,0
0.605263157894737,1,0.5882352941176471,0.587320522512492,0.0,0,0,0,0,0,1,0,0,0,0,1
0.6578947368421053,1,0.23529411764705882,0.5423069050827727,0.0,0,0,0,0,1,0,0,0,0,0,1
0.631578947368421,0,0.23529411764705882,1.0,0.75,0,0,0,0,1,0,0,0,0,1,0
0.736842105263158,1,0.2647058823529412,0.33705816057451105,0.75,0,0,0,0,0,1,0,1,0,0,0
0.368421052631579,0,0.7352941176470588,0.3606947236353379,0.0,0,0,0,0,1,0,0,1,0,0,0
0.0,0,1.0,0.34029094385196185,0.5,0,0,0,0,0,1,0,1,0,0,0
0.631578947368421,1,0.7058823529411764,0.3552738809150641,1.0,1,0,1,0,0,0,0,0,1,0,0
0.1578947368421053,0,0.7352941176470588,0.33713625283232057,1.0,0,0,0,0,0,1,1,0,0,0,0
0.21052631578947367,1,0.29411764705882354,0.521253291426282,0.75,0,0,0,0,0,1,0,0,1,0,0
0.605263157894737,0,0.5882352941176471,0.7928225870857843,1.0,0,0,0,0,0,1,1,0,0,0,0
0.0,0,0.1764705882352941,0.35189288473243213,0.0,1,1,0,0,0,0,0,1,0,0,0
0.1842105263157895,1,0.5,0.2939637821689542,0.0,0,0,0,0,0,1,0,1,0,0,0
0.605263157894737,0,0.7647058823529411,0.5826624448132052,0.75,0,0,0,0,1,0,0,0,1,0,0
0.26315789473684215,0,0.9705882352941176,0.521253291426282,0.75,0,0,1,0,0,0,0,0,1,0,0
0.42105263157894735,0,0.7647058823529411,0.6184276655330743,0.75,1,0,1,0,0,0,1,0,0,0,0
0.1842105263157895,0,0.47058823529411764,0.5232092884319088,0.5,0,0,0,0,0,1,0,0,0,0,1
0.894736842105263,0,0.6764705882352942,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0
0.894736842105263,1,0.7058823529411764,0.8209449524869874,0.75,0,1,0,0,0,0,0,0,1,0,0
0.8421052631578947,0,0.1764705882352941,0.8759430119903353,0.25,0,0,0,0,1,0,0,0,1,0,0
0.10526315789473684,1,0.14705882352941177,0.3425832247201411,0.25,1,0,0,0,0,1,0,0,0,1,0
1.0,0,0.6764705882352942,0.3924251284942411,0.0,0,0,1,0,0,0,0,0,1,0,0
0.7105263157894737,1,0.9411764705882353,0.541575436013876,1.0,1,0,0,0,1,0,0,0,0,1,0
0.1578947368421053,1,0.8235294117647058,0.5523351910138101,0.75,0,0,0,0,0,1,0,0,0,0,1
0.21052631578947367,0,0.6176470588235294,0.6240990234924837,0.25,0,1,0,0,0,0,1,0,0,0,0
0.1842105263157895,0,0.7352941176470588,0.521253291426282,1.0,0,1,0,0,0,0,1,0,0,0,0
0.2894736842105263,0,0.7941176470588235,0.43909315033468216,0.0,0,0,1,0,0,0,0,0,0,1,0
0.868421052631579,1,0.5882352941176471,0.301505368510574,0.5,1,0,0,1,0,0,1,0,0,0,0
0.8421052631578947,0,0.1764705882352941,0.17284756184604194,1.0,0,0,0,0,1,0,0,0,1,0,0
0.5789473684210527,1,0.47058823529411764,0.3164227612211858,1.0,0,0,0,0,1,0,0,1,0,0,0
0.605263157894737,1,0.5588235294117647,0.47093988165701434,0.5,0,0,1,0,0,0,0,0,0,1,0
0.9473684210526316,1,0.5588235294117647,0.8756507196076075,1.0,0,1,0,0,0,0,1,0,0,0,0
0.894736842105263,0,0.6176470588235294,0.3636586864941285,0.0,0,0,0,0,0,1,0,0,0,1,0
0.5263157894736843,0,0.7941176470588235,0.5278294271704074,0.0,1,1,0,0,0,0,0,0,0,1,0
0.6842105263157894,1,0.5882352941176471,0.4746387089002588,0.5,1,0,1,0,0,0,0,1,0,0,0
0.894736842105263,1,0.0,0.7414254811641916,0.75,1,0,0,0,1,0,0,0,1,0,0
0.0,0,0.9117647058823529,1.0,0.25,0,1,0,0,0,0,0,0,0,1,0
0.894736842105263,1,0.3529411764705882,0.36072306713911745,0.75,0,0,0,0,1,0,1,0,0,0,0
0.9473684210526316,0,0.8529411764705882,0.36989691452913104,1.0,0,0,0,0,0,1,0,0,0,0,1
0.3421052631578947,1,0.6470588235294118,0.7094875191890686,0.25,0,0,0,0,1,0,0,0,0,1,0
0.052631578947368474,0,0.5294117647058824,0.6292689081063749,0.5,0,0,0,0,1,0,0,0,0,1,0
0.0,1,0.9117647058823529,0.887198335439167,0.5,0,0,0,1,0,0,0,1,0,0,0
0.10526315789473684,0,0.8529411764705882,0.6075765322579334,0.25,0,0,0,1,0,0,0,0,1,0,0
0.6578947368421053,1,0.8235294117647058,0.39871591010916835,0.0,0,0,0,1,0,0,0,0,0,0,1
0.3421052631578947,0,0.8235294117647058,0.6090660424305203,0.25,0,0,0,0,1,0,1,0,0,0,0
1.0,0,0.8529411764705882,0.7237794357251264,1.0,0,0,0,0,1,0,0,0,0,0,1
0.6842105263157894,1,0.4411764705882353,0.6599575415789605,0.0,1,0,0,0,1,0,1,0,0,0,0
0.21052631578947367,1,0.5294117647058824,0.5906027592991419,0.5,0,0,1,0,0,0,0,0,1,0,0
0.368421052631579,0,0.5,0.7144728757835612,0.25,0,0,1,0,0,0,1,0,0,0,0
0.368421052631579,1,0.0,0.7371965418268183,0.75,0,0,0,1,0,0,0,1,0,0,0
0.6578947368421053,0,0.38235294117647056,0.7843316409899619,0.75,0,1,0,0,0,0,0,1,0,0,0
0.3157894736842105,1,0.029411764705882353,0.6219214452411626,1.0,0,0,0,0,0,1,0,1,0,0,0
0.8157894736842104,0,0.7941176470588235,0.4412696952290945,0.75,0,0,0,1,0,0,0,1,0,0,0
1.0,0,0.8529411764705882,0.510762652089839,0.25,0,0,0,1,0,0,0,0,0,0,1
0.8157894736842104,0,0.08823529411764705,1.0,0.25,0,1,0,0,0,0,0,0,1,0,0
0.07894736842105265,0,0.0,0.29737814101749344,0.75,0,0,0,0,0,1,1,0,0,0,0
0.763157894736842,0,0.20588235294117646,0.5599119114903235,0.25,0,0,0,0,1,0,1,0,0,0,0
0.9473684210526316,0,0.8235294117647058,0.39117683334861225,1.0,0,0,0,0,1,0,0,1,0,0,0
0.5789473684210527,1,0.058823529411764705,0.4846402751740874,0.0,1,0,0,1,0,0,0,1,0,0,0
1.0,1,0.9117647058823529,0.7613674980318241,1.0,1,0,0,0,0,1,0,0,0,1,0
0.368421052631579,1,0.2647058823529412,0.5205910572702637,1.0,0,0,0,1,0,0,0,0,1,0,0
0.736842105263158,0,0.2647058823529412,0.48855787883713103,0.25,0,0,1,0,0,0,0,0,0,0,1
0.9210526315789473,0,0.5294117647058824,0.17715739826711957,0.0,1,0,0,1,0,0,1,0,0,0,0
0.3157894736842105,0,0.9705882352941176,0.643520818967827,0.25,1,0,0,1,0,0,0,0,0,1,0
0.8157894736842104,0,0.9411764705882353,0.6212071003724662,0.5,0,0,0,0,1,0,0,0,0,1,0
0.1578947368421053,1,0.6470588235294118,0.9572925583983203,0.25,0,0,0,0,1,0,1,0,0,0,0
0.5526315789473684,1,0.7941176470588235,0.410122841778738,0.25,0,0,0,0,1,0,0,0,0,0,1
0.7105263157894737,0,0.9117647058823529,0.5268024180256416,0.25,0,0,1,0,0,0,0,0,0,1,0
0.026315789473684292,1,0.1764705882352941,0.5334972421918445,0.0,0,0,0,0,1,0,0,0,0,1,0
0.13157894736842102,1,0.8235294117647058,0.8275764466369324,0.25,0,0,0,0,0,1,0,0,1,0,0
0.7105263157894737,0,0.20588235294117646,0.4571736485426198,0.0,0,1,0,0,0,0,0,0,0,0,1
0.7105263157894737,1,0.0,0.5400599442961578,0.75,0,0,0,0,0,1,0,0,0,1,0
0.5,0,0.058823529411764705,0.6128840009630885,0.5,1,0,0,0,0,1,0,0,0,0,1
0.763157894736842,1,0.6764705882352942,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0
0.26315789473684215,0,0.6470588235294118,0.379419888931847,0.75,0,1,0,0,0,0,0,1,0,0,0
0.7105263157894737,0,0.20588235294117646,0.521253291426282,0.0,0,1,0,0,0,0,0,0,0,1,0
0.631578947368421,0,0.058823529411764705,0.7160134633119175,0.0,0,1,0,0,0,0,0,0,1,0,0
1.0,0,0.9411764705882353,0.2509702298731968,0.5,0,0,1,0,0,0,1,0,0,0,0
0.8421052631578947,1,0.7941176470588235,0.5077192683714988,1.0,0,0,0,0,1,0,0,0,0,0,1
0.0,0,0.20588235294117646,0.32324498353198144,1.0,1,1,0,0,0,0,1,0,0,0,0
0.6842105263157894,0,0.9705882352941176,0.7428987528710713,0.0,0,0,1,0,0,0,0,0,0,1,0
0.3157894736842105,0,1.0,0.14099049695462346,0.25,0,0,0,1,0,0,0,0,0,0,1
0.052631578947368474,1,0.9117647058823529,0.521253291426282,0.75,0,0,0,1,0,0,0,1,0,0,0
0.5263157894736843,0,0.6764705882352942,0.561802659388291,0.25,1,0,1,0,0,0,1,0,0,0,0
0.13157894736842102,1,0.38235294117647056,0.8249348911336352,0.25,0,0,1,0,0,0,0,0,0,1,0
0.1842105263157895,0,0.9117647058823529,0.46371597875359144,0.0,1,0,0,0,1,0,0,0,1,0,0
0.6842105263157894,1,0.5882352941176471,0.35533543946233553,0.0,0,0,0,0,1,0,0,0,0,0,1
0.21052631578947367,1,0.08823529411764705,0.894826723761112,0.0,0,0,0,1,0,0,1,0,0,0,0
0.5263157894736843,0,0.5882352941176471,0.1576362529061318,0.0,0,1,0,0,0,0,1,0,0,0,0
0.8421052631578947,1,0.38235294117647056,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0
0.605263157894737,0,0.8823529411764706,0.5757092814198441,0.0,0,1,0,0,0,0,0,1,0,0,0
0.368421052631579,0,0.5,0.36710360318268026,1.0,1,1,0,0,0,0,0,0,1,0,0
0.5263157894736843,0,0.1764705882352941,0.25213998989376946,1.0,1,0,0,0,1,0,0,0,1,0,0
0.8157894736842104,1,0.2647058823529412,0.6351292227576488,0.0,0,0,0,0,0,1,0,0,0,1,0
0.5263157894736843,1,0.1764705882352941,0.5322609044618727,0.5,0,0,0,0,0,1,0,0,0,1,0
0.2894736842105263,0,0.9411764705882353,0.35336925651003787,0.75,0,0,1,0,0,0,0,0,1,0,0
1.0,0,0.6470588235294118,0.1947727382437568,0.25,0,0,0,0,1,0,0,0,1,0,0
0.026315789473684292,1,0.5882352941176471,0.6714666279600692,1.0,1,1,0,0,0,0,0,0,0,0,1
0.5263157894736843,0,0.5294117647058824,0.6222516765846786,0.75,1,0,0,0,0,1,0,1,0,0,0
0.9473684210526316,0,0.5294117647058824,0.4563143384618837,0.5,0,1,0,0,0,0,0,0,0,1,0
0.42105263157894735,0,0.8235294117647058,0.8871826874631219,0.25,0,0,0,0,0,1,0,1,0,0,0
0.5263157894736843,1,0.5,0.24132251452936732,0.25,0,0,0,0,0,1,0,1,0,0,0
0.026315789473684292,1,0.029411764705882353,0.1404726375209827,1.0,0,0,0,0,0,1,0,0,1,0,0
0.7105263157894737,1,0.0,0.3250635440687601,0.0,0,0,0,0,1,0,0,0,0,0,1
0.5789473684210527,0,0.11764705882352941,0.4681809663333795,0.5,1,0,0,1,0,0,1,0,0,0,0
0.9473684210526316,0,0.5588235294117647,0.5321587497503335,1.0,1,1,0,0,0,0,0,0,0,0,1
0.8157894736842104,0,0.29411764705882354,0.4248574779389372,0.5,0,0,0,0,1,0,0,0,0,0,1
0.8421052631578947,1,0.029411764705882353,0.5562321275386812,0.0,0,0,0,0,1,0,0,1,0,0,0
0.0,0,0.058823529411764705,0.521253291426282,0.0,1,0,0,0,1,0,0,0,0,0,1
0.4736842105263157,0,0.6470588235294118,0.7979732807856581,1.0,0,0,0,0,1,0,0,0,0,1,0
0.026315789473684292,0,0.3235294117647059,0.521253291426282,0.0,0,0,0,0,1,0,0,1,0,0,0
0.6578947368421053,0,0.5588235294117647,0.7256821410387511,0.75,0,0,1,0,0,0,0,0,0,1,0
0.8157894736842104,1,0.11764705882352941,0.5541661518334924,0.25,0,1,0,0,0,0,1,0,0,0,0
0.13157894736842102,1,0.8529411764705882,0.5794157850286956,1.0,0,0,0,0,1,0,0,1,0,0,0
0.8157894736842104,0,0.23529411764705882,0.6044408845298943,0.5,0,1,0,0,0,0,1,0,0,0,0
0.07894736842105265,1,0.9705882352941176,0.5774129917173492,0.75,1,0,1,0,0,0,0,1,0,0,0
0.26315789473684215,1,0.5882352941176471,0.6205956483273862,1.0,0,0,1,0,0,0,0,0,1,0,0
0.42105263157894735,0,0.6176470588235294,0.7725943303544605,0.0,0,1,0,0,0,0,0,0,0,0,1
0.9736842105263157,0,0.6764705882352942,0.5217916703756798,0.0,0,0,0,0,0,1,0,0,1,0,0
0.605263157894737,1,0.47058823529411764,0.6352725641231176,0.0,0,0,0,1,0,0,1,0,0,0,0
0.10526315789473684,0,0.2647058823529412,0.4584046718656329,0.0,0,0,0,0,0,1,0,0,0,0,1
0.868421052631579,1,0.8529411764705882,0.7971656385503536,0.5,0,0,0,0,0,1,0,1,0,0,0
0.13157894736842102,0,0.6470588235294118,0.32849930816754974,0.75,0,0,0,0,0,1,0,0,0,0,1
0.5526315789473684,1,0.5882352941176471,0.8770640566137866,0.25,0,0,0,0,1,0,0,0,0,1,0
0.26315789473684215,0,0.47058823529411764,0.46938290804053534,0.5,0,0,1,0,0,0,0,0,0,0,1
0.39473684210526316,1,0.47058823529411764,0.16145347332662252,0.5,1,0,0,0,0,1,0,0,0,1,0
0.8421052631578947,1,0.38235294117647056,0.5066419199830412,0.25,0,0,1,0,0,0,0,0,0,0,1
0.21052631578947367,1,0.23529411764705882,0.32746757510548735,0.25,0,1,0,0,0,0,0,0,0,1,0
0.13157894736842102,0,0.029411764705882353,0.6644219386690864,0.0,0,0,0,1,0,0,1,0,0,0,0
0.39473684210526316,1,0.7058823529411764,0.3337623425256336,0.5,1,1,0,0,0,0,0,0,1,0,0
0.736842105263158,1,0.5882352941176471,0.37947524733766663,1.0,0,1,0,0,0,0,0,1,0,0,0
0.052631578947368474,0,0.6176470588235294,0.059867403332044655,0.25,0,0,0,0,1,0,0,0,0,0,1
0.5,0,0.08823529411764705,0.3781194830735401,0.25,0,0,0,1,0,0,0,0,1,0,0
0.9210526315789473,1,0.7352941176470588,0.0,0.75,0,1,0,0,0,0,0,1,0,0,0
0.4736842105263157,1,0.8235294117647058,0.1275459330836448,1.0,1,0,0,0,1,0,0,1,0,0,0
0.6578947368421053,0,0.9705882352941176,0.6466566143182819,1.0,0,0,0,1,0,0,0,0,0,1,0
0.052631578947368474,0,0.6470588235294118,0.6522777806564148,0.25,0,0,0,1,0,0,1,0,0,0,0
0.4736842105263157,0,0.29411764705882354,0.572485798354571,0.0,0,1,0,0,0,0,1,0,0,0,0
0.5,0,0.14705882352941177,0.521253291426282,0.75,0,0,0,1,0,0,0,0,1,0,0
0.8157894736842104,0,0.5,0.46771034607270495,1.0,1,1,0,0,0,0,1,0,0,0,0
0.5263157894736843,1,0.5882352941176471,0.4774774879506894,0.25,1,1,0,0,0,0,0,0,0,0,1
0.8421052631578947,0,0.9705882352941176,0.22177435426633946,1.0,1,0,0,0,1,0,1,0,0,0,0
1.0,1,0.5882352941176471,0.8111781058538339,0.75,0,0,0,0,0,1,0,0,1,0,0
0.44736842105263164,1,0.7058823529411764,0.6725526860710425,0.75,0,1,0,0,0,0,1,0,0,0,0
0.0,1,0.5882352941176471,0.4293463803500393,0.5,0,0,1,0,0,0,0,0,0,0,1
0.26315789473684215,0,0.5882352941176471,0.4842287038796204,0.25,0,0,0,0,0,1,0,0,0,1,0
0.7105263157894737,1,0.6176470588235294,0.5244181683925941,0.75,0,0,0,0,0,1,0,0,1,0,0
0.631578947368421,1,0.5882352941176471,0.026166534470793645,0.5,1,0,0,0,0,1,0,0,0,1,0
0.5789473684210527,0,0.7647058823529411,0.42354186697183166,0.5,1,0,0,0,1,0,0,0,0,1,0
0.7894736842105263,1,0.8823529411764706,0.32726105134617617,1.0,0,1,0,0,0,0,0,0,0,1,0
0.763157894736842,1,0.14705882352941177,0.2564828937359233,1.0,0,0,0,0,1,0,0,1,0,0,0
0.894736842105263,0,0.7647058823529411,0.41603024798056226,0.5,0,1,0,0,0,0,0,1,0,0,0
0.1578947368421053,1,0.9705882352941176,0.8763435116036384,1.0,0,0,0,0,1,0,0,0,0,1,0
0.39473684210526316,1,0.3235294117647059,0.6201793531156228,0.75,0,0,0,0,1,0,0,0,1,0,0
0.6578947368421053,1,0.1764705882352941,0.3517970777847604,0.0,0,0,1,0,0,0,0,0,0,0,1
0.026315789473684292,0,0.2647058823529412,0.605064293990631,0.75,0,0,0,0,1,0,0,0,0,0,1
0.0,0,0.47058823529411764,0.7881395611982747,0.5,0,0,0,1,0,0,1,0,0,0,0
0.2894736842105263,0,0.7352941176470588,0.6830202963106646,0.5,1,0,1,0,0,0,0,0,1,0,0
0.10526315789473684,1,0.5882352941176471,0.49147947406266773,0.75,1,0,0,0,1,0,0,1,0,0,0
0.9473684210526316,1,0.7941176470588235,0.3350217093524262,1.0,0,0,0,0,0,1,0,0,0,1,0
0.8157894736842104,0,0.029411764705882353,0.6328853620417596,1.0,0,0,0,1,0,0,1,0,0,0,0
0.21052631578947367,1,0.0,0.5654061225511102,0.5,0,0,0,1,0,0,0,0,0,0,1
0.894736842105263,1,0.7352941176470588,0.6765011428189296,0.25,1,0,0,1,0,0,0,1,0,0,0
0.4736842105263157,0,0.8235294117647058,0.521253291426282,1.0,0,0,1,0,0,0,0,1,0,0,0
0.39473684210526316,0,0.5882352941176471,0.521253291426282,0.75,0,0,0,0,1,0,0,0,0,1,0
0.052631578947368474,1,0.29411764705882354,0.3597561403174679,1.0,0,0,0,0,1,0,0,0,0,0,1
0.5,1,0.29411764705882354,0.7699905661895361,0.75,0,0,0,0,1,0,0,0,1,0,0
0.5263157894736843,1,1.0,0.5220303758215741,0.5,0,0,0,0,0,1,0,1,0,0,0
0.8421052631578947,0,0.9705882352941176,0.9378077281515502,1.0,0,0,0,1,0,0,0,0,0,1,0
0.605263157894737,0,0.6764705882352942,0.32566584352407774,0.75,0,0,0,0,0,1,0,0,1,0,0
0.26315789473684215,0,0.6176470588235294,0.8626760378852263,0.5,0,0,1,0,0,0,0,0,0,0,1
0.1842105263157895,0,0.11764705882352941,0.5220993154896216,0.25,0,0,0,0,1,0,0,1,0,0,0
0.9210526315789473,1,0.9411764705882353,0.521253291426282,0.75,0,0,0,1,0,0,0,0,1,0,0
0.9736842105263157,0,0.5588235294117647,0.37112660925040436,0.25,0,0,0,0,0,1,0,0,1,0,0
0.5,0,0.5294117647058824,0.4073395687565425,0.25,0,0,1,0,0,0,0,0,1,0,0
0.894736842105263,0,1.0,0.5721998537357107,0.0,1,0,1,0,0,0,0,1,0,0,0
0.631578947368421,0,0.47058823529411764,0.5940485617221867,1.0,0,0,0,0,1,0,0,1,0,0,0
0.894736842105263,0,0.9705882352941176,0.35123876980926744,0.75,0,0,0,0,1,0,1,0,0,0,0
0.631578947368421,1,0.23529411764705882,0.4728822974004136,0.25,1,0,0,0,0,1,0,0,0,0,1
0.736842105263158,1,0.7352941176470588,0.521253291426282,0.0,1,0,0,1,0,0,0,0,0,1,0
0.44736842105263164,0,0.029411764705882353,0.8608114191548053,0.5,0,0,0,0,0,1,0,0,1,0,0
0.44736842105263164,1,0.23529411764705882,0.5748920437275309,0.75,0,0,1,0,0,0,1,0,0,0,0
0.026315789473684292,0,0.23529411764705882,0.4866904552808155,0.25,0,0,0,0,1,0,0,0,0,1,0
0.894736842105263,0,0.5882352941176471,0.504854212531106,1.0,1,0,0,0,1,0,1,0,0,0,0
0.39473684210526316,1,0.0,0.6141287531707449,0.0,1,1,0,0,0,0,0,1,0,0,0
0.9210526315789473,1,0.7058823529411764,0.251794553441455,0.25,0,0,0,0,0,1,0,0,1,0,0
0.8421052631578947,0,0.7058823529411764,0.42128339163680634,1.0,0,0,0,0,1,0,0,0,0,1,0
0.07894736842105265,0,1.0,0.10879463861958877,0.25,0,0,0,0,1,0,0,0,0,1,0
